Question_id,Title,Acceptance_rate,Difficulty,TopicTags,Link
802,K-th Smallest Prime Fraction,68.1%,Medium,"Array, Two Pointers, Binary Search, Sorting, Heap (Priority Queue)",https://leetcode.com/problems/k-th-smallest-prime-fraction/description
803,Cheapest Flights Within K Stops,39.4%,Medium,"Dynamic Programming, Depth-First Search, Breadth-First Search, Graph, Heap (Priority Queue), Shortest Path",https://leetcode.com/problems/cheapest-flights-within-k-stops/description
804,Rotated Digits,56.4%,Medium,"Math, Dynamic Programming",https://leetcode.com/problems/rotated-digits/description
805,Escape The Ghosts,61.9%,Medium,"Array, Math",https://leetcode.com/problems/escape-the-ghosts/description
806,Domino and Tromino Tiling,50.3%,Medium,Dynamic Programming,https://leetcode.com/problems/domino-and-tromino-tiling/description
807,Custom Sort String,70.9%,Medium,"Hash Table, String, Sorting",https://leetcode.com/problems/custom-sort-string/description
808,Number of Matching Subsequences,50.9%,Medium,"Array, Hash Table, String, Binary Search, Dynamic Programming, Trie, Sorting",https://leetcode.com/problems/number-of-matching-subsequences/description
812,Rotate String,58.6%,Easy,"String, String Matching",https://leetcode.com/problems/rotate-string/description
813,All Paths From Source to Target,82.5%,Medium,"Backtracking, Depth-First Search, Breadth-First Search, Graph",https://leetcode.com/problems/all-paths-from-source-to-target/description
815,Champagne Tower,58.2%,Medium,Dynamic Programming,https://leetcode.com/problems/champagne-tower/description
816,Design HashSet,67.1%,Easy,"Array, Hash Table, Linked List, Design, Hash Function",https://leetcode.com/problems/design-hashset/description
818,Similar RGB Color,67.5%,Easy,"Math, String, Enumeration",https://leetcode.com/problems/similar-rgb-color/description
820,Find Eventual Safe States,63.3%,Medium,"Depth-First Search, Breadth-First Search, Graph, Topological Sort",https://leetcode.com/problems/find-eventual-safe-states/description
821,Bricks Falling When Hit,34.8%,Hard,"Array, Union Find, Matrix",https://leetcode.com/problems/bricks-falling-when-hit/description
824,Number of Lines To Write String,68.7%,Easy,"Array, String",https://leetcode.com/problems/number-of-lines-to-write-string/description
826,Soup Servings,53.9%,Medium,"Math, Dynamic Programming, Probability and Statistics",https://leetcode.com/problems/soup-servings/description
827,Expressive Words,46.2%,Medium,"Array, Two Pointers, String",https://leetcode.com/problems/expressive-words/description
830,Largest Triangle Area,60.8%,Easy,"Array, Math, Geometry",https://leetcode.com/problems/largest-triangle-area/description
831,Largest Sum of Averages,53.6%,Medium,"Array, Dynamic Programming, Prefix Sum",https://leetcode.com/problems/largest-sum-of-averages/description
833,Bus Routes,47.7%,Hard,"Array, Hash Table, Breadth-First Search",https://leetcode.com/problems/bus-routes/description
834,Ambiguous Coordinates,56.8%,Medium,"String, Backtracking, Enumeration",https://leetcode.com/problems/ambiguous-coordinates/description
835,Linked List Components,56.9%,Medium,"Array, Hash Table, Linked List",https://leetcode.com/problems/linked-list-components/description
836,Race Car,43.8%,Hard,Dynamic Programming,https://leetcode.com/problems/race-car/description
838,Design Linked List,28.3%,Medium,"Linked List, Design",https://leetcode.com/problems/design-linked-list/description
843,Binary Trees With Factors,52.9%,Medium,"Array, Hash Table, Dynamic Programming, Sorting",https://leetcode.com/problems/binary-trees-with-factors/description
850,Insert into a Sorted Circular Linked List,36.4%,Medium,Linked List,https://leetcode.com/problems/insert-into-a-sorted-circular-linked-list/description
854,Making A Large Island,47.9%,Hard,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix",https://leetcode.com/problems/making-a-large-island/description
857,Positions of Large Groups,52.3%,Easy,String,https://leetcode.com/problems/positions-of-large-groups/description
860,Design Circular Queue,51.6%,Medium,"Array, Linked List, Design, Queue",https://leetcode.com/problems/design-circular-queue/description
861,Flipping an Image,82.1%,Easy,"Array, Two Pointers, Bit Manipulation, Matrix, Simulation",https://leetcode.com/problems/flipping-an-image/description
862,Find And Replace in String,52.4%,Medium,"Array, String, Sorting",https://leetcode.com/problems/find-and-replace-in-string/description
863,Sum of Distances in Tree,65.3%,Hard,"Dynamic Programming, Tree, Depth-First Search, Graph",https://leetcode.com/problems/sum-of-distances-in-tree/description
864,Image Overlap,63.7%,Medium,"Array, Matrix",https://leetcode.com/problems/image-overlap/description
865,Robot Room Cleaner,76.8%,Hard,"Backtracking, Interactive",https://leetcode.com/problems/robot-room-cleaner/description
867,New 21 Game,45.0%,Medium,"Math, Dynamic Programming, Sliding Window, Probability and Statistics",https://leetcode.com/problems/new-21-game/description
868,Push Dominoes,57.2%,Medium,"Two Pointers, String, Dynamic Programming",https://leetcode.com/problems/push-dominoes/description
869,Similar String Groups,55.0%,Hard,"Array, Hash Table, String, Depth-First Search, Breadth-First Search, Union Find",https://leetcode.com/problems/similar-string-groups/description
870,Magic Squares In Grid,39.1%,Medium,"Array, Hash Table, Math, Matrix",https://leetcode.com/problems/magic-squares-in-grid/description
871,Keys and Rooms,73.3%,Medium,"Depth-First Search, Breadth-First Search, Graph",https://leetcode.com/problems/keys-and-rooms/description
873,Guess the Word,39.0%,Hard,"Array, Math, String, Interactive, Game Theory",https://leetcode.com/problems/guess-the-word/description
874,Backspace String Compare,49.2%,Easy,"Two Pointers, String, Stack, Simulation",https://leetcode.com/problems/backspace-string-compare/description
875,Longest Mountain in Array,40.5%,Medium,"Array, Two Pointers, Dynamic Programming, Enumeration",https://leetcode.com/problems/longest-mountain-in-array/description
876,Hand of Straights,56.7%,Medium,"Array, Hash Table, Greedy, Sorting",https://leetcode.com/problems/hand-of-straights/description
877,Shortest Path Visiting All Nodes,65.3%,Hard,"Dynamic Programming, Bit Manipulation, Breadth-First Search, Graph, Bitmask",https://leetcode.com/problems/shortest-path-visiting-all-nodes/description
879,Maximize Distance to Closest Person,48.2%,Medium,Array,https://leetcode.com/problems/maximize-distance-to-closest-person/description
882,Peak Index in a Mountain Array,68.3%,Medium,"Array, Binary Search",https://leetcode.com/problems/peak-index-in-a-mountain-array/description
883,Car Fleet,51.4%,Medium,"Array, Stack, Sorting, Monotonic Stack",https://leetcode.com/problems/car-fleet/description
884,K-Similar Strings,40.0%,Hard,"String, Breadth-First Search",https://leetcode.com/problems/k-similar-strings/description
885,Exam Room,43.5%,Medium,"Design, Heap (Priority Queue), Ordered Set",https://leetcode.com/problems/exam-room/description
887,Minimum Cost to Hire K Workers,63.4%,Hard,"Array, Greedy, Sorting, Heap (Priority Queue)",https://leetcode.com/problems/minimum-cost-to-hire-k-workers/description
889,Buddy Strings,33.1%,Easy,"Hash Table, String",https://leetcode.com/problems/buddy-strings/description
891,Score After Flipping Matrix,80.4%,Medium,"Array, Greedy, Bit Manipulation, Matrix",https://leetcode.com/problems/score-after-flipping-matrix/description
892,Shortest Subarray with Sum at Least K,26.1%,Hard,"Array, Binary Search, Queue, Sliding Window, Heap (Priority Queue), Prefix Sum, Monotonic Queue",https://leetcode.com/problems/shortest-subarray-with-sum-at-least-k/description
893,All Nodes Distance K in Binary Tree,64.7%,Medium,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree",https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree/description
894,Random Pick with Blacklist,33.5%,Hard,"Array, Hash Table, Math, Binary Search, Sorting, Randomized",https://leetcode.com/problems/random-pick-with-blacklist/description
895,Shortest Path to Get All Keys,53.6%,Hard,"Array, Bit Manipulation, Breadth-First Search, Matrix",https://leetcode.com/problems/shortest-path-to-get-all-keys/description
900,Reordered Power of 2,62.6%,Medium,"Hash Table, Math, Sorting, Counting, Enumeration",https://leetcode.com/problems/reordered-power-of-2/description
902,Minimum Number of Refueling Stops,40.1%,Hard,"Array, Dynamic Programming, Greedy, Heap (Priority Queue)",https://leetcode.com/problems/minimum-number-of-refueling-stops/description
903,Implement Rand10() Using Rand7(),45.9%,Medium,"Math, Rejection Sampling, Randomized, Probability and Statistics",https://leetcode.com/problems/implement-rand10-using-rand7/description
904,Leaf-Similar Trees,70.1%,Easy,"Tree, Depth-First Search, Binary Tree",https://leetcode.com/problems/leaf-similar-trees/description
907,Koko Eating Bananas,48.5%,Medium,"Array, Binary Search",https://leetcode.com/problems/koko-eating-bananas/description
908,Middle of the Linked List,78.9%,Easy,"Linked List, Two Pointers",https://leetcode.com/problems/middle-of-the-linked-list/description
910,Nth Magical Number,35.4%,Hard,"Math, Binary Search",https://leetcode.com/problems/nth-magical-number/description
911,Profitable Schemes,48.3%,Hard,"Array, Dynamic Programming",https://leetcode.com/problems/profitable-schemes/description
912,Random Pick with Weight,47.0%,Medium,"Array, Math, Binary Search, Prefix Sum, Randomized",https://leetcode.com/problems/random-pick-with-weight/description
913,Random Flip Matrix,42.2%,Medium,"Hash Table, Math, Reservoir Sampling, Randomized",https://leetcode.com/problems/random-flip-matrix/description
914,Random Point in Non-overlapping Rectangles,40.1%,Medium,"Array, Math, Binary Search, Reservoir Sampling, Prefix Sum, Ordered Set, Randomized",https://leetcode.com/problems/random-point-in-non-overlapping-rectangles/description
917,Boats to Save People,59.4%,Medium,"Array, Two Pointers, Greedy, Sorting",https://leetcode.com/problems/boats-to-save-people/description
923,Super Egg Drop,27.8%,Hard,"Math, Binary Search, Dynamic Programming",https://leetcode.com/problems/super-egg-drop/description
925,Construct Binary Tree from Preorder and Postorder Traversal,71.5%,Medium,"Array, Hash Table, Divide and Conquer, Tree, Binary Tree",https://leetcode.com/problems/construct-binary-tree-from-preorder-and-postorder-traversal/description
926,Find and Replace Pattern,76.8%,Medium,"Array, Hash Table, String",https://leetcode.com/problems/find-and-replace-pattern/description
930,All Possible Full Binary Trees,82.7%,Medium,"Dynamic Programming, Tree, Recursion, Memoization, Binary Tree",https://leetcode.com/problems/all-possible-full-binary-trees/description
932,Monotonic Array,61.2%,Easy,Array,https://leetcode.com/problems/monotonic-array/description
933,Increasing Order Search Tree,78.3%,Easy,"Stack, Tree, Depth-First Search, Binary Search Tree, Binary Tree",https://leetcode.com/problems/increasing-order-search-tree/description
936,RLE Iterator,59.6%,Medium,"Array, Design, Counting, Iterator",https://leetcode.com/problems/rle-iterator/description
937,Online Stock Span,66.1%,Medium,"Stack, Design, Monotonic Stack, Data Stream",https://leetcode.com/problems/online-stock-span/description
940,Fruit Into Baskets,44.6%,Medium,"Array, Hash Table, Sliding Window",https://leetcode.com/problems/fruit-into-baskets/description
941,Sort Array By Parity,76.2%,Easy,"Array, Two Pointers, Sorting",https://leetcode.com/problems/sort-array-by-parity/description
942,Super Palindromes,39.0%,Hard,"Math, Enumeration",https://leetcode.com/problems/super-palindromes/description
943,Sum of Subarray Minimums,37.3%,Medium,"Array, Dynamic Programming, Stack, Monotonic Stack",https://leetcode.com/problems/sum-of-subarray-minimums/description
945,Snakes and Ladders,43.8%,Medium,"Array, Breadth-First Search, Matrix",https://leetcode.com/problems/snakes-and-ladders/description
947,Online Election,52.1%,Medium,"Array, Hash Table, Binary Search, Design",https://leetcode.com/problems/online-election/description
948,Sort an Array,56.1%,Medium,"Array, Divide and Conquer, Sorting, Heap (Priority Queue), Merge Sort, Bucket Sort, Radix Sort, Counting Sort",https://leetcode.com/problems/sort-an-array/description
949,Cat and Mouse,33.9%,Hard,"Math, Dynamic Programming, Graph, Topological Sort, Memoization, Game Theory",https://leetcode.com/problems/cat-and-mouse/description
950,X of a Kind in a Deck of Cards,29.9%,Easy,"Array, Hash Table, Math, Counting, Number Theory",https://leetcode.com/problems/x-of-a-kind-in-a-deck-of-cards/description
952,Word Subsets,52.0%,Medium,"Array, Hash Table, String",https://leetcode.com/problems/word-subsets/description
953,Reverse Only Letters,65.0%,Easy,"Two Pointers, String",https://leetcode.com/problems/reverse-only-letters/description
955,Complete Binary Tree Inserter,65.8%,Medium,"Tree, Breadth-First Search, Design, Binary Tree",https://leetcode.com/problems/complete-binary-tree-inserter/description
957,Minimum Add to Make Parentheses Valid,75.0%,Medium,"String, Stack, Greedy",https://leetcode.com/problems/minimum-add-to-make-parentheses-valid/description
962,Flip String to Monotone Increasing,61.5%,Medium,"String, Dynamic Programming",https://leetcode.com/problems/flip-string-to-monotone-increasing/description
965,Unique Email Addresses,67.2%,Easy,"Array, Hash Table, String",https://leetcode.com/problems/unique-email-addresses/description
966,Binary Subarrays With Sum,63.2%,Medium,"Array, Hash Table, Sliding Window, Prefix Sum",https://leetcode.com/problems/binary-subarrays-with-sum/description
967,Minimum Falling Path Sum,63.5%,Medium,"Array, Dynamic Programming, Matrix",https://leetcode.com/problems/minimum-falling-path-sum/description
968,Beautiful Array,65.9%,Medium,"Array, Math, Divide and Conquer",https://leetcode.com/problems/beautiful-array/description
